
---------- Begin Simulation Statistics ----------
simSeconds                                   0.594732                       # Number of seconds simulated (Second)
simTicks                                 594731876000                       # Number of ticks simulated (Tick)
finalTick                                594731876000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3940.76                       # Real time elapsed on the host (Second)
hostTickRate                                150918026                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     833012                       # Number of bytes of host memory used (Byte)
simInsts                                    754227697                       # Number of instructions simulated (Count)
simOps                                     1465059500                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   191391                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     371771                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        594731877                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.788531                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.268181                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1544733084                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   395359                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1517206670                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 255083                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             80068929                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         166988095                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 643                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           579577987                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.617778                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.423470                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.065216                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.065216                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.065216                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.065216                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 25662.662469                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 25662.662469                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 25662.662469                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 25662.662469                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          333                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            8                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      41.625000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst       184988                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total        184988                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst       184988                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total       184988                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      8051786                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      8051786                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      8051786                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      8051786                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst 193415024999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total 193415024999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst 193415024999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total 193415024999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.063751                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.063751                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.063751                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.063751                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 24021.381716                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 24021.381716                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 24021.381716                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 24021.381716                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                8051530                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    118063108                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       118063108                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      8236774                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       8236774                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst 211377550999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total 211377550999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    126299882                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    126299882                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.065216                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.065216                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 25662.662469                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 25662.662469                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst       184988                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total       184988                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      8051786                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      8051786                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst 193415024999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total 193415024999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.063751                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.063751                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 24021.381716                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 24021.381716                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 594731876000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           254.418603                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            126114894                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            8051786                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs              15.662971                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              149000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   254.418603                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.993823                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.993823                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0          114                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1           41                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          101                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses          260651550                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses         260651550                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 594731876000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                   2825904                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    9581744                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  2340197                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             1545128443                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts               406456                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                176446757                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                99841949                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                131790                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      8707                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  2258249                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          75201                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect        1316213                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      1538886                       # Number of branches that were predicted not taken incorrectly (Count)
