
---------- Begin Simulation Statistics ----------
simSeconds                                  14.768883                       # Number of seconds simulated (Second)
simTicks                                 14768882797000                       # Number of ticks simulated (Tick)
finalTick                                14768882797000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  60634.13                       # Real time elapsed on the host (Second)
hostTickRate                                243573743                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1115148                       # Number of bytes of host memory used (Byte)
simInsts                                   8988253217                       # Number of instructions simulated (Count)
simOps                                    17160553451                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   148238                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     283018                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                      14768881998                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.643131                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.608594                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     19614157081                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3353250                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    19766119319                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               42421512                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           2456956840                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        4476932584                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved             2241323                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples         14336057575                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.378770                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.058504                       # Number of insts issued each cycle (Count)
system.cpu.fetch.nisnDist::6                171383401      1.20%     85.93% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                278081682      1.94%     87.87% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8               1739167685     12.13%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total          14336057575                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts           10791375832                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             0.730683                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches         2388203505                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.161705                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles   7476573458                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst     1149835928                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total        1149835928                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst    1149835928                       # number of overall hits (Count)
system.cpu.icache.overallHits::total       1149835928                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst    294733842                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total       294733842                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst    294733842                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total      294733842                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst 7564765932988                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total 7564765932988                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst 7564765932988                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total 7564765932988                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst   1444569770                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total    1444569770                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst   1444569770                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total   1444569770                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.204029                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.204029                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.204029                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.204029                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 25666.431387                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 25666.431387                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 25666.431387                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 25666.431387                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         4932                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs          418                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      11.799043                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks        11324                       # number of writebacks (Count)
system.cpu.icache.writebacks::total             11324                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst      8856971                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total       8856971                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst      8856971                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total      8856971                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst    285876871                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total    285876871                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst    285876871                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total    285876871                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst 6889349792992                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total 6889349792992                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst 6889349792992                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total 6889349792992                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.197898                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.197898                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.197898                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.197898                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 24099.010770                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 24099.010770                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 24099.010770                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 24099.010770                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements              285744256                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst   1149835928                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total      1149835928                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst    294733842                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total     294733842                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst 7564765932988                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total 7564765932988                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst   1444569770                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total   1444569770                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.204029                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.204029                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 25666.431387                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 25666.431387                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst      8856971                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total      8856971                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst    285876871                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total    285876871                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst 6889349792992                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total 6889349792992                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.197898                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.197898                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 24099.010770                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 24099.010770                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           253.812371                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs           1435712798                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs          285876870                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs               5.022137                       # Average number of references to valid blocks. ((Count/Count))
